username_length,username_digit_ratio,has_profile_pic,bio_length,has_external_url,is_private,followers_count,following_count,follower_following_ratio,posts_count,avg_likes_per_post,avg_comments_per_post,posting_freq_per_week,account_age_days,engagement_rate,night_activity_ratio,graph_degree,clustering_coefficient,betweenness_centrality,profile_completeness_score,username_suspicion_score,posts_per_day_alive,engagement_deficit,bot_activity_pattern,aggressive_following_flag,empty_identity_flag,network_anomaly_score,is_network_hub,is_fake
-0.3527542938945681,2.0125019745488286,-1.9557838506456484,-1.2109423329748317,-0.7022068343609434,0.942642098855375,-0.5348823773632471,0.5065674081053353,-0.25317243693497266,-1.5853113177177867,-0.7458105217597417,-0.7813697701668356,-0.6507118600730915,-1.06478395508401,-0.5099779574074009,0.5694481921930878,0.2853114143167188,-0.2262567976083169,-0.11641856698032486,-1.7960499756651922,0.5608357915834518,-0.4886278218640861,0.18466359201933416,0.01360104295030054,1.2889313320379983,2.8300192594766926,0.29306467670895303,-0.3384029823067524,1
-1.4150672436994027,-0.7607630798532278,0.5113039458168537,1.2667427404548257,-0.7022068343609434,0.942642098855375,-0.36240990034065756,-0.33856664060430175,-0.2240553502568086,0.5992705169074126,-0.13550750266134212,-0.16235476983936667,-0.5630576668624846,0.10707311036961327,-0.1866267075919167,-0.09203866849739792,-0.4440521939064278,3.7225065678285127,-0.1768025981255236,0.21295447138759546,-0.7697354814496485,-0.13843941784368455,0.16685792320025508,-0.28919532578704665,-0.7758365206460198,-0.3533544857164374,-0.5091284856793958,-0.3384029823067524,0
0.9751368933614754,-0.6827076064677394,0.5113039458168537,1.6027000385469827,-0.7022068343609434,0.942642098855375,-0.5525718621860768,-0.4658671667697701,-0.25156439270028114,0.9964672141119943,0.14271418698508234,-0.1408238133062373,0.7919300698514803,-0.46689769719950824,2.6711824336344576,-0.2497441452183083,-0.548246995081163,-0.2262567976083169,-0.18518926911791234,0.21295447138759546,0.5608357915834518,0.3316672374804864,-2.694112607751479,-0.527386703418048,1.2889313320379983,-0.3533544857164374,-0.5439918917559594,-0.3384029823067524,0
0.7095586559102667,-0.8985080328864424,0.5113039458168537,0.8887907801011492,1.4240818389500136,0.942642098855375,-0.4140042310739108,-0.6568179560179727,-0.1796044131978363,0.4006721683051218,0.4834003109622047,-0.4772450091363835,1.0074132948275556,-0.8329080672435858,0.5959175340250276,0.04814397747674486,-0.3398573927316926,-0.2262567976083169,-0.10467722759098065,1.2174566949139896,0.5608357915834518,0.7964644067848137,-0.5584384062352359,-0.5222326545020698,-0.7758365206460198,-0.3533544857164374,-0.3347277496397313,-0.3384029823067524,0
0.9751368933614754,-0.18223427711372592,-1.9557838506456484,1.3507320649778651,-0.7022068343609434,-1.0608480156087587,-0.4700209330128715,-0.5772551271645548,-0.22417021055928657,0.49997134260626724,0.2947322235960153,0.6235251436198548,-0.37314024823950304,0.6831235223139852,1.266229807452047,-0.28917051439853597,-0.4440521939064278,-0.2262567976083169,-0.1325209752857112,-0.7915477521387984,0.5608357915834518,-0.28387928965617215,-1.2094949958877828,-0.4224362714064061,-0.7758365206460198,-0.3533544857164374,-0.43935982069784535,-0.3384029823067524,0
-1.6806454811506115,-0.13631929276932098,0.5113039458168537,0.9307854423626689,1.4240818389500136,-1.0608480156087587,-0.17077381476000253,-0.665658270335019,-0.04820422716304475,0.6489201040579854,0.9238383122123291,0.5696977522870313,1.0987197460886045,0.9035615860905319,-0.002538906109662295,-1.112743559496624,-0.548246995081163,-0.2262567976083169,-0.1382239115605355,1.2174566949139896,-0.7697354814496485,-0.29589936571001363,0.1037750296791123,-0.5642115258244859,-0.7758365206460198,-0.3533544857164374,-0.5439918917559594,-0.3384029823067524,0
2.03744984316631,1.2135812469561833,-1.9557838506456484,-1.2109423329748317,-0.7022068343609434,0.942642098855375,-0.5171928925404173,3.2983386694285923,-0.2540913193547964,-1.6349609048683593,-0.7591957576877483,-0.7813697701668356,-0.24896347452447665,-1.047107317894381,-0.6331593859085377,1.5945337908790056,0.49370101666618926,0.07694758798011397,-0.09729695711767859,-1.7960499756651922,1.8914070646165522,-0.5734250139284205,0.3526491492696006,-0.25155880826177973,1.2889313320379983,2.8300192594766926,0.484918042201111,-0.3384029823067524,1
-0.3527542938945681,-0.2511067536303332,0.5113039458168537,-0.09808378304456176,1.4240818389500136,-1.0608480156087587,-0.4464349532490986,0.6763014429926264,-0.2492097564994829,0.7482192783591308,-0.15717883702097196,-0.5606774657022597,-0.8004544401412116,-0.668619321598801,0.11140391525388935,-0.6702920831407364,-0.3398573927316926,-0.2262567976083169,-0.13990124575901325,1.2174566949139896,-0.7697354814496485,0.5486062727023212,-0.17045844214093228,0.071346076006305,1.2889313320379983,-0.3533544857164374,-0.3347277496397313,-0.3384029823067524,0
-0.6183325313457768,-0.7607630798532278,-1.9557838506456484,-0.3710490877444393,1.4240818389500136,-1.0608480156087587,-0.35946165287018594,1.2968915080492847,-0.24806115347470323,0.3510225811545491,2.740087349205425,-0.6575667701013418,0.7517552312966187,1.857060192142859,1.9351733983401649,-0.5826779294068971,-0.548246995081163,-0.2262567976083169,-0.17982179968278353,0.21295447138759546,-0.7697354814496485,-0.40698720886136763,-1.6821472864219784,-0.5399503365686678,1.2889313320379983,-0.3533544857164374,-0.5439918917559594,-0.3384029823067524,0
-0.8839107687969855,-0.16386828337596393,0.5113039458168537,-0.832990372621155,1.4240818389500136,0.942642098855375,-0.013042575089771106,-0.31204569765316253,-0.17621603427473634,1.046116801262567,1.0803180941325974,2.4778787750356206,1.0074132948275556,0.005172495982341694,-0.10587443779672699,-0.9594187904624056,-0.548246995081163,-0.2262567976083169,-0.18787300383547673,0.21295447138759546,-0.7697354814496485,-0.007869635850276604,0.24359698613987474,-0.5581976460766026,-0.7758365206460198,-0.3533544857164374,-0.5439918917559594,-0.3384029823067524,0
